id,sentiment
"4512_9",0.75
"4853_2",0.34
"2664_4",0.54
"9966_10",0.85
"5167_2",0.23
"3894_2",0.26
"3929_8",0.54
"7165_10",0.59
"5451_8",0.58
"2947_4",0.28
"4611_10",0.72
"5807_1",0.2
"9464_8",0.66
"3124_10",0.68
"2705_4",0.55
"12187_8",0.94
"12319_10",0.75
"9874_3",0.41
"3406_4",0.5
"2327_10",0.69
"605_10",0.7
"8080_4",0.36
"3074_10",0.89
"2499_3",0.51
"1013_1",0.37
"11535_1",0.32
"4118_7",0.53
"10492_8",0.87
"2129_4",0.31
"9814_10",0.72
"10671_9",0.64
"5980_10",0.95
"2755_2",0.2
"5461_2",0.43
"11979_1",0.2
"8810_1",0.14
"852_7",0.69
"10961_4",0.33
"7436_4",0.36
"11281_3",0.55
"4208_3",0.16
"8213_10",0.73
"9851_2",0.44
"4713_7",0.57
"9528_1",0.7
"3595_10",0.83
"5785_3",0.22
"10370_3",0.27
"1980_3",0.41
"8800_4",0.36
"4437_3",0.28
"28_3",0.2
"12171_1",0.41
"9359_3",0.39
"3831_9",0.94
"10962_7",0.71
"1500_9",0.32
"11470_10",0.8
"11843_3",0.14
"11200_4",0.63
"1067_1",0.1
"3333_1",0.19
"4487_4",0.83
"6428_1",0.31
"575_7",0.18
"10904_9",0.61
"11821_2",0.33
"11605_1",0.26
"1111_7",0.52
"10295_1",0.37
"1146_4",0.1
"2405_9",0.48
"11081_10",0.66
"2201_10",0.79
"4844_1",0.12
"11007_8",0.74
"6535_7",0.8
"2653_4",0.25
"8245_10",0.55
"9951_8",0.83
"6133_8",0.44
"10006_2",0.06
"7350_1",0.43
"4509_9",0.8
"948_1",0.17
"3987_1",0.5
"2947_10",0.33
"6041_3",0.45
"2946_1",0.17
"11967_4",0.14
"1185_10",0.96
"10323_2",0.56
"11706_2",0.13
"3663_1",0.25
"5602_10",0.82
"4870_10",0.65
"1994_1",0.33
"10807_7",0.89
"6871_3",0.87
"1175_2",0.26
"10919_7",0.86
"8127_10",0.54
"12497_4",0.53
"3274_1",0.55
"2568_3",0.24
"840_2",0.26
"5626_10",0.97
"7561_10",0.85
"4600_3",0.48
"3324_9",0.39
"8899_7",0.61
"5592_8",0.73
"12483_4",0.35
"7874_1",0.14
"5878_10",0.81
"4303_9",0.59
"9421_1",0.35
"10269_4",0.32
"10615_2",0.22
"2634_10",0.74
"7522_1",0.38
"9289_10",0.59
"4636_10",0.66
"1241_7",0.43
"9458_9",0.65
"11690_10",0.89
"7176_4",0.45
"6212_10",0.68
"6319_1",0.28
"5229_3",0.37
"466_9",0.92
"8693_2",0.33
"2952_10",0.89
"1128_1",0.19
"3975_10",0.66
"11365_10",0.93
"2074_9",0.67
"9768_10",0.86
"4895_1",0.43
"5726_10",0.61
"9993_10",0.88
"11319_2",0.48
"10561_2",0.49
"5455_8",0.78
"10684_3",0.5
"3652_3",0.29
"7825_1",0.18
"8806_1",0.18
"275_10",0.77
"2246_1",0.34
"11968_2",0.22
"2528_1",0.57
"8491_8",0.51
"13_1",0.58
"4530_8",0.65
"5207_3",0.33
"11648_10",0.54
"8260_1",0.41
"10730_10",0.64
"10402_3",0.38
"8077_1",0.05
"8598_8",0.57
"2809_3",0.24
"12490_10",0.71
"1447_9",0.69
"1605_3",0.34
"2311_4",0.11
"3235_9",0.47
"5725_10",0.73
"9025_10",0.78
"6049_9",0.55
"4803_10",0.78
"191_9",0.75
"420_3",0.6
"5238_2",0.11
"1280_9",0.78
"9408_4",0.29
"819_1",0.03
"1656_4",0.45
"9964_3",0.41
"10404_4",0.66
"12369_10",0.9
"6423_1",0.34
"9942_8",0.52
"1519_1",0.31
"100_10",0.83
"3216_10",0.65
"3909_10",0.39
"5034_7",0.85
"14_8",0.85
"5891_3",0.27
"8496_10",0.96
"7429_1",0.19
"9457_1",0.25
"9602_8",0.55
"4198_1",0.3
"154_2",0.45
"5070_2",0.17
"4207_8",0.45
"7758_8",0.5
"4439_9",0.66
"12042_1",0.2
"7244_1",0.06
"6854_1",0.41
"11932_10",0.77
"4151_10",0.72
"7265_1",0.38
"10272_7",0.79
"4256_4",0.4
"1225_7",0.63
"956_10",0.93
"6389_2",0.32
"1365_4",0.28
"4752_7",0.67
"276_10",0.74
"8766_9",0.68
"11225_10",0.78
"6920_1",0.32
"11536_1",0.22
"1923_9",0.74
"11460_10",0.58
"10054_7",0.78
"10845_1",0.13
"10231_4",0.41
"9430_8",0.77
"3226_2",0.21
"4298_3",0.26
"10635_4",0.25
"10567_4",0.24
"5460_10",0.69
"7310_7",0.62
"10330_2",0.22
"5151_9",0.65
"11_3",0.66
"1448_8",0.47
"10130_8",0.61
"2199_3",0.2
"1761_10",0.81
"2782_1",0.27
"7618_10",0.8
"85_10",0.8
"5730_3",0.39
"3641_1",0.5
"8190_9",0.73
"9533_10",0.84
"9508_1",0.18
"237_8",0.84
"3981_7",0.63
"7194_9",0.61
"10584_8",0.5
"248_2",0.14
"8358_4",0.29
"1218_1",0.09
"4191_10",0.26
"3090_8",0.66
"11923_2",0.28
"1640_8",0.59
"9972_3",0.4
"11818_4",0.57
"4350_10",0.79
"877_10",0.43
"10017_8",0.52
"7975_10",0.92
"8436_1",0.35
"6024_7",0.58
"3112_1",0.18
"951_10",0.84
"1622_1",0.08
"191_3",0.46
"5669_1",0.3
"1891_4",0.38
"12173_9",0.5
"7887_7",0.47
"3256_10",0.41
"5419_1",0.07
"7635_1",0.29
"8297_2",0.29
"7137_8",0.63
"7562_3",0.47
"9944_1",0.1
"4288_1",0.11
"8087_1",0.34
"4771_10",0.75
"10482_10",0.65
"5324_10",0.95
"3080_1",0.29
"10923_7",0.56
"1753_7",0.74
"317_10",0.66
"12474_8",0.45
"773_8",0.83
"388_1",0.46
"12141_2",0.4
"5667_1",0.55
"1071_9",0.72
"2897_10",0.71
"9481_4",0.49
"12025_1",0.14
"8879_7",0.61
"5683_1",0.25
"7026_1",0.13
"2439_1",0.34
"3631_7",0.61
"1650_9",0.7
"5378_7",0.93
"9745_1",0.06
"11563_8",0.68
"299_8",0.63
"9471_2",0.33
"1866_1",0.13
"2639_4",0.43
"5122_1",0.36
"12341_7",0.4
"2936_8",0.64
"8647_10",0.58
"4255_9",0.77
"7262_8",0.27
"8413_10",0.64
"10080_1",0.3
"3973_1",0.31
"8752_9",0.92
"4018_2",0.56
"7669_1",0.29
"10421_4",0.37
"7854_8",0.78
"162_8",0.36
"11614_9",0.61
"11343_8",0.84
"1708_7",0.43
"7115_4",0.56
"10498_10",0.37
"2944_8",0.59
"10474_3",0.43
"1263_1",0.26
"1693_4",0.75
"9600_9",0.45
"11173_2",0.37
"3961_2",0.35
"8011_1",0.15
"7386_8",0.51
"8787_8",0.67
"12349_9",0.66
"1776_4",0.3
"5885_4",0.67
"220_4",0.33
"5547_8",0.72
"2853_1",0.3
"2157_2",0.35
"11667_2",0.26
"194_7",0.67
"1633_1",0.2
"6897_2",0.37
"11568_2",0.36
"9219_1",0.42
"477_8",0.8
"8980_3",0.84
"4612_10",0.56
"8030_10",0.68
"1846_8",0.9
"2786_8",0.71
"2634_1",0.16
"3110_8",0.85
"11587_8",0.61
"11262_8",0.48
"5680_7",0.5
"4583_4",0.35
"1451_1",0.16
"4244_4",0.37
"6176_4",0.31
"8851_10",0.8
"908_9",0.77
"7494_9",0.44
"8061_3",0.33
"789_1",0.39
"2374_7",0.52
"11225_3",0.17
"4467_4",0.12
"8516_10",0.62
"4121_10",0.73
"10267_7",0.51
"6040_8",0.75
"8338_7",0.78
"2903_7",0.92
"6662_9",0.56
"5333_10",0.81
"7470_4",0.33
"8813_1",0.52
"4514_3",0.77
"9584_7",0.39
"11706_8",0.59
"11538_8",0.72
"4210_1",0.07
"8984_1",0.12
"3431_4",0.25
"4973_10",0.66
"12260_1",0.07
"4267_10",0.76
"9906_9",0.81
"670_7",0.74
"6270_3",0.29
"5164_4",0.2
"9741_2",0.34
"3761_8",0.67
"2651_2",0.29
"7448_10",0.71
"7184_9",0.8
"1313_9",0.68
"10654_8",0.87
"7151_1",0.15
"2320_10",0.6
"12033_7",0.32
"6429_1",0.29
"1420_4",0.71
"3002_7",0.5
"1299_1",0.16
"7897_9",0.67
"1529_4",0.33
"9760_2",0.27
"11318_1",0.12
"2217_3",0.3
"11641_2",0.21
"7238_10",0.63
"7710_8",0.68
"12011_8",0.4
"4495_7",0.87
"11144_4",0.26
"5625_2",0.5
"2926_7",0.41
"8538_8",0.54
"8875_10",0.84
"10881_10",0.7
"1662_7",0.58
"4560_9",0.74
"6714_4",0.33
"9059_10",0.62
"6631_10",0.57
"8520_1",0.03
"918_4",0.54
"3102_10",0.53
"3611_2",0.33
"8434_10",0.63
"681_7",0.9
"7386_4",0.16
"7566_9",0.43
"10110_10",0.74
"10486_10",0.74
"1492_3",0.26
"11823_1",0.1
"2331_9",0.69
"2200_2",0.29
"9547_1",0.19
"785_2",0.13
"5101_4",0.27
"5657_10",0.39
"6902_7",0.59
"1490_9",0.66
"7148_9",0.71
"7387_8",0.49
"8277_9",0.71
"6912_7",0.9
"170_2",0.52
"7702_10",0.87
"4393_3",0.27
"2608_3",0.61
"4931_8",0.59
"10589_10",0.59
"8623_4",0.14
"6057_2",0.32
"2704_9",0.83
"1790_2",0.21
"12370_1",0.14
"159_1",0.19
"343_9",0.74
"2128_9",0.84
"11181_8",0.51
"11775_10",0.66
"3514_10",0.56
"6993_2",0.04
"2866_9",0.5
"1000_9",0.74
"11772_7",0.52
"3355_9",0.59
"8519_8",0.57
"7879_3",0.35
"4332_10",0.67
"5403_1",0.08
"1514_7",0.34
"7904_1",0.24
"10550_2",0.51
"11442_10",0.56
"2821_3",0.4
"5766_1",0.12
"8061_9",0.68
"2166_1",0.2
"6206_1",0.22
"11124_2",0.29
"7625_10",0.4
"90_9",0.42
"7959_10",0.79
"7029_10",0.58
"779_8",0.73
"1101_4",0.33
"11189_4",0.33
"9790_4",0.28
"10861_1",0.28
"5902_2",0.21
"9545_10",0.53
"3730_1",0.05
"4951_9",0.46
"3295_1",0.3
"9495_2",0.45
"2876_1",0.46
"2796_1",0.18
"10338_3",0.42
"10913_7",0.49
"4685_2",0.29
"11586_1",0.22
"4904_7",0.56
"7110_7",0.69
"2086_4",0.46
"7372_7",0.52
"135_9",0.58
"7038_3",0.55
"1119_2",0.21
"5057_8",0.55
"3479_10",0.91
"6489_8",0.74
"4910_8",0.67
"5979_10",0.54
"11304_1",0.15
"2102_9",0.69
"8048_1",0.19
"12153_7",0.62
"4832_8",0.55
"3079_9",0.55
"8254_2",0.2
"7981_7",0.67
"611_1",0.67
"307_10",0.49
"8861_3",0.22
"4635_4",0.56
"6197_7",0.78
"6739_3",0.39
"8588_9",0.72
"8461_7",0.62
"10089_1",0.35
"2609_7",0.31
"1418_3",0.48
"2661_10",0.62
"1253_9",0.62
"8815_9",0.64
"9867_8",0.73
"2155_1",0.35
"12259_4",0.26
"11224_3",0.43
"4781_1",0.11
"4354_9",0.78
"9629_9",0.73
"3629_9",0.63
"6445_10",0.75
"9526_10",0.72
"5138_2",0.22
"349_10",0.44
"2099_7",0.62
"4411_1",0.68
"8127_3",0.36
"5225_8",0.55
"7970_3",0.31
"5688_7",0.55
"12099_3",0.38
"6020_4",0.27
"3892_8",0.89
"2098_8",0.63
"4851_7",0.74
"10967_10",0.57
"6230_4",0.32
"2211_2",0.4
"11978_10",0.59
"8802_1",0.34
"11010_3",0.17
"10083_2",0.63
"5588_10",0.37
"958_10",0.58
"6771_4",0.33
"6767_9",0.59
"7302_10",0.92
"5324_3",0.21
"7737_10",0.81
"8603_10",0.45
"3029_7",0.68
"8640_2",0.17
"2139_1",0.1
"6305_10",0.91
"6884_7",0.7
"5534_8",0.84
"7619_8",0.96
"10057_8",0.53
"972_7",0.68
"6245_8",0.67
"6627_7",0.73
"3621_10",0.53
"2290_4",0.61
"24_4",0.45
"5689_1",0.11
"6497_4",0.21
"12405_4",0.59
"11720_7",0.92
"10088_1",0.12
"9258_9",0.95
"354_4",0.56
"4770_10",0.74
"1035_3",0.54
"739_1",0.22
"6267_7",0.65
"1562_8",0.76
"1438_1",0.21
"281_8",0.83
"1818_1",0.56
"3943_3",0.49
"8116_4",0.6
"6984_1",0.24
"5330_4",0.19
"8821_8",0.82
"10484_10",0.83
"1886_4",0.38
"7943_2",0.35
"6438_7",0.68
"8931_10",0.82
"10538_10",0.63
"534_10",0.86
"7329_2",0.19
"6614_2",0.71
"710_10",0.79
"3120_4",0.35
"9046_1",0.16
"5638_2",0.1
"2455_4",0.36
"2652_3",0.44
"11006_4",0.33
"5065_3",0.26
"9805_10",0.84
"7092_8",0.8
"1735_10",0.75
"3609_1",0.13
"1201_10",0.84
"11024_9",0.92
"3807_10",0.68
"4483_10",0.49
"4510_7",0.84
"8037_1",0.23
"1760_1",0.43
"133_8",0.53
"9039_8",0.73
"8462_4",0.39
"2468_10",0.84
"7684_3",0.13
"10350_9",0.79
"1199_10",0.78
"8560_1",0.15
"6405_3",0.3
"1295_1",0.25
"6420_1",0.22
"12183_9",0.82
"11619_1",0.27
"1415_9",0.7
"9414_1",0.22
"7640_4",0.33
"9211_9",0.58
"557_9",0.73
"4501_9",0.85
"8711_10",0.4
"2402_1",0.55
"4586_10",0.44
"176_3",0.24
"3545_1",0.18
"8932_1",0.02
"5829_10",0.57
"3409_10",0.72
"3636_3",0.52
"12048_7",0.5
"10468_10",0.72
"11546_10",0.63
"9444_10",0.76
"6275_1",0.28
"152_4",0.5
"4767_9",0.64
"6751_1",0.23
"10245_4",0.16
"5407_8",0.59
"1923_1",0.25
"515_9",0.49
"9988_1",0.51
"5928_8",0.67
"10163_4",0.47
"7969_10",0.64
"1494_4",0.35
"11211_10",0.71
"1957_1",0.09
"8484_7",0.6
"848_2",0.13
"5177_1",0.3
"10667_10",0.58
"3075_1",0.27
"9443_10",0.46
"1572_8",0.77
"11285_8",0.41
"3125_1",0.41
"9265_9",0.87
"4072_1",0.44
"6390_2",0.28
"6496_4",0.59
"8766_2",0.16
"7787_10",0.7
"5897_10",0.91
"9027_1",0.18
"1538_2",0.13
"1220_3",0.2
"8600_3",0.37
"11432_2",0.29
"1424_4",0.47
"7344_10",0.86
"10842_1",0.31
"10332_10",0.85
"4340_4",0.46
"4868_4",0.42
"11216_9",0.78
"12027_10",0.68
"6785_7",0.68
"8773_8",0.69
"8119_4",0.49
"10138_10",0.54
"7197_2",0.1
"1536_3",0.24
"9981_7",0.57
"4753_1",0.42
"2795_7",0.25
"6672_4",0.26
"10805_7",0.59
"5866_1",0.14
"570_1",0.08
"11965_8",0.63
"3288_1",0.42
"8135_1",0.25
"10094_9",0.65
"5845_10",0.64
"3570_8",0.5
"1240_1",0.23
"231_1",0.16
"10628_9",0.5
"3536_1",0.09
"1852_10",0.61
"8202_7",0.44
"5907_7",0.51
"1759_10",0.77
"4492_10",0.54
"4844_7",0.38
"3189_10",0.8
"3403_10",0.79
"5874_2",0.12
"7809_10",0.83
"3632_9",0.74
"11767_2",0.74
"9925_3",0.66
"4218_1",0.7
"12036_7",0.41
"8973_2",0.31
"2464_10",0.7
"4094_1",0.39
"10592_1",0.16
"10648_9",0.82
"3887_10",0.61
"9092_8",0.55
"10666_10",0.86
"8389_10",0.7
"5281_10",0.75
"6946_1",0.19
"1132_1",0.27
"10052_4",0.23
"768_10",0.92
"5432_3",0.22
"7424_3",0.31
"2366_2",0.39
"2865_3",0.51
"7806_2",0.24
"8878_3",0.36
"6298_7",0.85
"4517_4",0.38
"12018_10",0.66
"3662_1",0.24
"11393_10",0.69
"2071_10",0.96
"8217_8",0.84
"6568_2",0.19
"3840_10",0.87
"1666_3",0.73
"2360_7",0.58
"5778_4",0.47
"5341_4",0.43
"4044_2",0.07
"2503_3",0.3
"4095_10",0.57
"2092_2",0.19
"2707_3",0.34
"573_10",0.67
"6441_7",0.58
"7565_3",0.27
"9499_7",0.57
"657_10",0.91
"8840_10",0.65
"1407_4",0.63
"12453_2",0.44
"8273_9",0.65
"8366_7",0.5
"10643_9",0.53
"9998_1",0.12
"1385_1",0.22
"1354_4",0.39
"4674_7",0.51
"3515_4",0.51
"10426_8",0.6
"10226_3",0.24
"10391_4",0.42
"9968_1",0.17
"2893_3",0.12
"2546_9",0.38
"37_1",0.14
"1757_10",0.72
"1569_8",0.81
"1466_3",0.37
"7783_1",0.09
"9506_10",0.75
"10835_3",0.07
"2917_9",0.67
"2495_7",0.74
"1686_10",0.74
"2414_7",0.35
"5318_8",0.66
"8858_8",0.65
"8112_1",0.18
"6532_2",0.25
"2526_10",0.63
"11089_7",0.78
"4297_8",0.63
"3179_9",0.89
"5832_10",0.76
"10539_8",0.41
"9226_10",0.56
"9878_1",0.55
"7940_10",0.9
"7195_10",0.8
"2979_1",0.52
"3597_10",0.99
"2931_8",0.63
"8571_10",0.41
"12148_1",0.11
"4047_2",0.15
"6164_10",0.64
"2214_8",0.9
"5903_1",0.38
"7931_9",0.54
"1205_3",0.36
"5983_10",0.78
"10424_7",0.44
"11032_7",0.77
"1303_10",0.76
"10390_1",0.28
"8349_2",0.29
"3605_8",0.77
"12273_1",0.2
"60_1",0.11
"3879_9",0.75
"12431_4",0.37
"4499_2",0.31
"5786_10",0.53
"5521_4",0.58
"793_8",0.76
"7948_3",0.39
"9022_2",0.17
"11071_1",0.16
"4991_3",0.4
"8226_1",0.35
"8762_3",0.36
"6918_4",0.46
"844_10",0.62
"11503_8",0.48
"7406_8",0.85
"7743_1",0.22
"514_3",0.25
"10927_9",0.7
"3731_7",0.85
"8870_4",0.52
"11099_10",0.85
"8456_10",0.69
"10944_7",0.36
"7168_3",0.3
"3378_10",0.44
"8203_3",0.67
"5676_1",0.44
"5061_9",0.73
"6238_8",0.5
"1136_8",0.51
"6234_3",0.44
"9510_3",0.59
"9632_7",0.22
"4357_1",0.29
"1176_9",0.82
"10821_8",0.95
"4143_4",0.4
"5074_8",0.6
"11673_1",0.26
"11072_2",0.11
"1816_4",0.63
"3974_7",0.52
"796_4",0.29
"8540_2",0.49
"10959_8",0.75
"4576_10",0.39
"7030_1",0.34
"3340_10",0.7
"3223_3",0.19
"3030_1",0.42
"4194_1",0.22
"11322_1",0.18
"1785_1",0.27
"7109_2",0.15
"4120_1",0.31
"3024_7",0.58
"589_2",0.23
"2480_10",0.67
"4878_1",0.42
"571_1",0.41
"12156_8",0.9
"7547_9",0.84
"6577_10",0.86
"7101_3",0.33
"1731_3",0.51
"10424_1",0.21
"9056_10",0.83
"11959_3",0.33
"6952_4",0.36
"8709_10",0.7
"4716_10",0.7
"2393_10",0.85
"4007_7",0.44
"1196_2",0.45
"8483_1",0.25
"1840_3",0.58
"6108_1",0.36
"4621_8",0.58
"11332_4",0.9
"8800_10",0.93
"886_7",0.82
"6495_8",0.38
"6193_10",0.24
"10297_1",0.13
"4233_1",0.47
"3121_10",0.66
"1681_10",0.65
"5789_1",0.24
"6446_10",0.9
"479_9",0.64
"6401_1",0.05
"7602_1",0.21
"10792_1",0.2
"11436_9",0.55
"6944_1",0.26
"6275_9",0.23
"7314_10",0.9
"8887_9",0.41
"1835_8",0.79
"8403_7",0.8
"2090_1",0.31
"12310_1",0.35
"9795_9",0.57
"4260_1",0.12
"3214_4",0.34
"10974_8",0.62
"3374_10",0.47
"2251_2",0.53
"2325_7",0.81
"28_9",0.61
"1758_2",0.62
"1222_8",0.67
"1229_4",0.48
"9791_2",0.62
"3433_4",0.28
"10847_10",0.88
"5020_2",0.02
"9652_3",0.38
"1739_10",0.84
"10441_4",0.51
"9002_7",0.53
"4304_8",0.88
"290_9",0.47
"1339_8",0.58
"10899_1",0.34
"8723_8",0.4
"12487_7",0.45
"10384_7",0.75
"4673_4",0.07
"11679_1",0.37
"3938_2",0.36
"2253_10",0.9
"198_7",0.66
"3346_3",0.47
"11543_3",0.16
"8463_1",0.21
"1297_2",0.21
"4689_1",0.1
"4681_1",0.2
"961_8",0.76
"9865_2",0.72
"770_3",0.27
"10495_2",0.37
"6302_8",0.6
"6232_4",0.54
"10098_1",0.26
"8905_2",0.13
"8853_10",0.56
"6081_10",0.78
"12_4",0.43
"1291_7",0.81
"1679_1",0.21
"996_7",0.61
"3343_10",0.72
"6083_10",0.83
"98_9",0.76
"962_4",0.34
"4857_8",0.82
"12394_7",0.76
"1321_10",0.72
"8994_10",0.86
"7788_1",0.36
"9708_8",0.74
"9523_1",0.35
"11785_4",0.54
"5440_1",0.24
"1091_7",0.62
"11584_10",0.51
"5369_3",0.5
"3165_10",0.54
"3686_10",0.88
"7069_10",0.42
"427_3",0.17
"895_8",0.73
"4565_8",0.6
"5139_9",0.52
"5027_1",0.23
"503_9",0.95
"7630_1",0.03
"8552_1",0.41
"4322_3",0.14
"3492_3",0.58
"5301_4",0.38
"752_4",0.37
"4307_2",0.16
"4901_10",0.95
"233_2",0.73
"10789_8",0.5
"270_8",0.78
"11442_1",0.2
"3688_7",0.67
"9928_7",0.64
"6563_8",0.61
"3437_7",0.46
"10495_8",0.8
"8775_10",0.92
"12172_3",0.48
"10085_10",0.78
"8394_9",0.49
"2607_10",0.7
"6645_10",0.4
"301_10",0.62
"2153_10",0.89
"1967_3",0.22
"9604_10",0.63
"10665_10",0.62
"5409_1",0.1
"6707_10",0.95
"3847_7",0.61
"9261_10",0.89
"3772_1",0.08
"8950_1",0.34
"6591_2",0.11
"2765_9",0.31
"4166_10",0.52
"11418_3",0.41
"7137_3",0.25
"3710_2",0.25
"1153_4",0.47
"4155_8",0.55
"9221_10",0.66
"8917_10",0.72
"6066_4",0.61
"5366_10",0.9
"2520_9",0.54
"11677_2",0.37
"4032_2",0.13
"4041_2",0.13
"474_4",0.32
"6392_2",0.48
"6545_10",0.66
"5009_10",0.44
"3060_10",0.61
"11033_10",0.75
"297_10",0.53
"9099_1",0.39
"10496_10",0.63
"5619_3",0.67
"4226_1",0.3
"10483_8",0.88
